             Station
       Mean salinity
    Mean temperature
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
        0.100000E+01        0.000000E+00        0.200000E+01
